user_id,fullname,abstracts
1043,Victoria C Seghatol-Eslami,"Deficits in social communication in autism spectrum disorders (ASD) have been documented using neuroimaging techniques such as functional MRI over the past decade. More recently, functional connectivity MRI has revealed altered connectivity in face processing, mentalizing, and mirroring brain networks, networks involved in the social brain in ASD. However, to our knowledge, previous studies have not examined these three networks concurrently. The purpose of the current study was to investigate the functional connectivity of the face processing, mentalizing, and mirroring networks (within each network and across networks) in ASD during an action-intention task in which participants were asked to determine the means and intention of a model's actions. We examined: a) within-network connectivity of each network using an ROI-to-ROI analysis; b) connectivity of each network hub to the rest of the brain using a seed-to-voxel analysis; c) the between-network connectivity of each network hub using ROI-to-ROI analysis; and d) brain-behavior relationships by correlating autism symptoms with brain connectivity. Task-fMRI data were used from 21 participants with ASD and 20 typically developing participants. The ASD group consistently showed significantly greater connectivity between networks and between hub regions to the rest of the brain. Hyperconnectivity in ASD may entail more and widespread resource utilization for accomplishing action-intention judgment."
53,Mary H Burleson,"John Cacioppo and colleagues' Somatovisceral Afference Model of Emotion (SAME) highlighted the importance of interoception in emotional experience. Here we compare how the SAME and the more recent Theory of Constructed Emotion (TCE) view the role of interoceptive signals in creating emotional experiences. We describe the characteristics of touch sensations that are carried by thin, unmyelinated fibers called C-tactile afferents (CTs) to the posterior insula, and are thus deemed interoceptive despite their typically social (external) origin. We explore how this social interoceptive input might contribute to the emotion-related effects of social touch more generally, and speculate that all social touch, with or without CT afferent stimulation, can directly influence allostasis, or the predictive regulation of short- and long-term energy resources required by the body. Finally, we describe several features of CT-optimal touch that make it a potentially useful tool to help illuminate basic interoceptive mechanisms, emotion-related phenomena, and disorders involving atypical affect or somatosensation. These proposed ideas demonstrate the long intellectual reach of John Cacioppo and Gary Berntson's highly productive scientific collaboration, which was formative for the fields of social neuroscience, social psychophysiology, and affective neuroscience."
482,Janet M Duchek,"OBJECTIVES
The present study explored relationships among personality, Alzheimer's disease (AD) biomarkers, and dementia by addressing the following questions: (1) Does personality discriminate healthy aging and earliest detectable stage of AD? (2) Does personality predict conversion from healthy aging to early-stage AD? (3) Do AD biomarkers mediate any observed relationships between personality and dementia status/conversion?


METHODS
Both self- and informant ratings of personality were obtained in a large well-characterized longitudinal sample of cognitively normal older adults (N = 436) and individuals with early-stage dementia (N = 74). Biomarkers included amyloid imaging, hippocampal volume, cerebral spinal fluid (CSF) Aβ42, and CSF tau.


RESULTS
Higher neuroticism, lower conscientiousness, along with all four biomarkers strongly discriminated cognitively normal controls from early-stage AD individuals. The direct effects of neuroticism and conscientiousness were only mediated by hippocampal volume. Conscientiousness along with all biomarkers predicted conversion from healthy aging to early-stage AD; however, none of the biomarkers mediated the relationship between conscientiousness and conversion. Conscientiousness predicted conversion as strongly as the biomarkers, with the exception of hippocampal volume.


CONCLUSIONS
Conscientiousness and to a lesser extent neuroticism serve as important independent behavioral markers for AD risk."
508,Ann-Katrin Ohlerth,"BACKGROUND
Protocols for intraoperative language mapping with direct electrical stimulation (DES) often include various language tasks triggering both nouns and verbs in sentences. Such protocols are not readily available for navigated transcranial magnetic stimulation (nTMS), where only single word object naming is generally used. Here, we present the development, norming, and standardization of the verb and noun test for peri-operative testing (VAN-POP) that measures language skills more extensively.


METHODS
The VAN-POP tests noun and verb retrieval in sentence context. Items are marked and balanced for several linguistic factors known to influence word retrieval. The VAN-POP was administered in English, German, and Dutch under conditions that are used for nTMS and DES paradigms. For each language, 30 speakers were tested.


RESULTS
At least 50 items per task per language were named fluently and reached a high naming agreement.


CONCLUSION
The protocol proved to be suitable for pre- and intraoperative language mapping with nTMS and DES."
87,Phabinly J Gabriel,"BACKGROUND
The ""double flap"" reconstruction technique, comprised of a simultaneous vascularized pedicled pericranial flap (PCF) and pedicled nasoseptal flap (NSF), can be used to repair anterior skull base defects after a combined cranionasal or transbasal-endoscopic endonasal approach (EEA) has been performed to remove malignant anterior skull base tumors. The use of two vascularized flaps may potentially decrease the incidence of post-radiation flap necrosis and postoperative cerebrospinal fluid (CSF) leaks after radiation therapy.


METHODS
We conducted a retrospective review of a prospective skull base database on patients who underwent the double flap reconstruction technique after a combined transbasal-EEA approach. Data collected for each patient included demographics, method of tumor resection and repair, complications, tumor recurrence, and follow-up.


RESULTS
Nine patients who underwent a combined transbasal-EEA approach for resection of anterior skull base tumors with significant intracranial extension followed by reconstruction of the cranial base using the double flap technique. Four were men and five were women, with a mean age of 49 years (range, 15-68 years). There was no postoperative CSF leakage detected or complications of infection, meningitis, mucocele, or tension pneumocephalus after a mean follow-up of 35.7 months (range, 4.5-98 months). Seven of the nine patients underwent adjuvant radiation without flap necrosis. Local tumor recurrence was not observed in any of the patients at last follow-up; however, one patient developed distant brain metastasis.


CONCLUSION
The simultaneous PCF and NSF double flap reconstruction is an effective technique in preventing postoperative CSF leakage and post-radiation necrosis when repairing anterior skull base defects after combined transbasal-EEA approaches. This technique may be useful in patients anticipated to undergo postoperative radiation therapy."
920,T George Hornby,"BACKGROUND
Individuals with acute-onset central nervous system (CNS) injury, including stroke, motor incomplete spinal cord injury, or traumatic brain injury, often experience lasting locomotor deficits, as quantified by decreases in gait speed and distance walked over a specific duration (timed distance). The goal of the present clinical practice guideline was to delineate the relative efficacy of various interventions to improve walking speed and timed distance in ambulatory individuals greater than 6 months following these specific diagnoses.


METHODS
A systematic review of the literature published between 1995 and 2016 was performed in 4 databases for randomized controlled clinical trials focused on these specific patient populations, at least 6 months postinjury and with specific outcomes of walking speed and timed distance. For all studies, specific parameters of training interventions including frequency, intensity, time, and type were detailed as possible. Recommendations were determined on the basis of the strength of the evidence and the potential harm, risks, or costs of providing a specific training paradigm, particularly when another intervention may be available and can provide greater benefit.


RESULTS
Strong evidence indicates that clinicians should offer walking training at moderate to high intensities or virtual reality-based training to ambulatory individuals greater than 6 months following acute-onset CNS injury to improve walking speed or distance. In contrast, weak evidence suggests that strength training, circuit (ie, combined) training or cycling training at moderate to high intensities, and virtual reality-based balance training may improve walking speed and distance in these patient groups. Finally, strong evidence suggests that body weight-supported treadmill training, robotic-assisted training, or sitting/standing balance training without virtual reality should not be performed to improve walking speed or distance in ambulatory individuals greater than 6 months following acute-onset CNS injury to improve walking speed or distance.


DISCUSSION
The collective findings suggest that large amounts of task-specific (ie, locomotor) practice may be critical for improvements in walking function, although only at higher cardiovascular intensities or with augmented feedback to increase patient's engagement. Lower-intensity walking interventions or impairment-based training strategies demonstrated equivocal or limited efficacy.


LIMITATIONS
As walking speed and distance were primary outcomes, the research participants included in the studies walked without substantial physical assistance. This guideline may not apply to patients with limited ambulatory function, where provision of walking training may require substantial physical assistance.


SUMMARY
The guideline suggests that task-specific walking training should be performed to improve walking speed and distance in those with acute-onset CNS injury although only at higher intensities or with augmented feedback. Future studies should clarify the potential utility of specific training parameters that lead to improved walking speed and distance in these populations in both chronic and subacute stages following injury.


DISCLAIMER
These recommendations are intended as a guide for clinicians to optimize rehabilitation outcomes for persons with chronic stroke, incomplete spinal cord injury, and traumatic brain injury to improve walking speed and distance."
670,Lue Zhou,"OBJECTIVE
To investigate the associations of sleep duration, midday napping, sleep quality, and change in sleep duration with risk of incident stroke and stroke subtypes.


METHODS
Among 31,750 participants aged 61.7 years on average at baseline from the Dongfeng-Tongji cohort, we used Cox regression models to estimate hazard ratios (HRs) and 95% confidence intervals (CIs) for incident stroke.


RESULTS
Compared with sleeping 7 to <8 hours/night, those reporting longer sleep duration (≥9 hours/night) had a greater risk of total stroke (hazard ratio [HR] 1.23; 95% confidence interval [CI] 1.07-1.41), while shorter sleep (<6 hours/night) had no significant effect on stroke risk. The HR (95% CI) of total stroke was 1.25 (1.03-1.53) for midday napping >90 minutes vs 1-30 minutes. The results were similar for ischemic stroke. Compared with good sleep quality, those with poor sleep quality showed a 29%, 28%, and 56% higher risk of total, ischemic, and hemorrhagic stroke, respectively. Moreover, we observed significant joint effects of sleeping ≥9 hours/night and midday napping >90 minutes (HR 1.85; 95% CI 1.28-2.66), and sleeping ≥9 hours/night and poor sleep quality (HR 1.82; 95% CI 1.33-2.48) on risk of total stroke. Furthermore, compared with persistently sleeping 7-9 hours/night, those who persistently slept ≥9 hours/night or switched from 7 to 9 hours to ≥9 hours/night had a higher risk of total stroke.


CONCLUSIONS
Long sleep duration, long midday napping, and poor sleep quality were independently and jointly associated with higher risks of incident stroke. Persistently long sleep duration or switch from average to long sleep duration increased the risk of stroke."
507,Pang Hung Wu,"BACKGROUND
Evolution of endoscopic surgery provides equivalent results to open surgery with advantages of minimal invasive surgery. The literature on technique Uniportal Full endoscopic contralateral approach is scarce.


METHODS
The endoscopic contralateral approach technique applies for patients presenting with double crush syndrome with foraminal and extraforminal stenosis. The key steps focus on contralateral ventral overriding superior articular process decompression, foraminal and extraforaminal discectomy, and lateral vertebral syndesmophyte decompression leading to enlargement of the contralateral foramen and extraforamen size.


CONCLUSION
The Uniportal Full endoscopic contralateral approach is a good alternative to open surgery or minimally invasive microscopic surgery through direct endoscopic visualization of the entire route of exiting nerve with no neural retraction allowing both lateral recess and foraminal and extraforaminal decompression all in one approach."
1142,Michael Wong,"BACKGROUND
Tuberous sclerosis complex (TSC) is a genetic disorder characterized by severe neurological manifestations, including epilepsy, intellectual disability, autism, and a range of other behavioral and psychiatric symptoms, collectively referred to as TSC-associated neuropsychiatric disorders (TAND). Various tumors and hamartomas affecting different organs are the pathological hallmarks of the disease, especially cortical tubers of the brain, but specific cellular and molecular abnormalities, such as involving the mechanistic target of rapamycin (mTOR) pathway, have been identified that also cause or contribute to neurological manifestations of TSC independent of gross structural lesions. In particular, while neurons are immediate mediators of neurological symptoms, different types of glial cells have been increasingly recognized to play important roles in the phenotypes of TSC.


MAIN BODY
This review summarizes the literature supporting glial dysfunction from both mouse models and clinical studies of TSC. In particular, evidence for the role of astrocytes, microglia, and oligodendrocytes in the pathophysiology of epilepsy and TAND in TSC is analyzed. Therapeutic implications of targeting glia cells in developing novel treatments for the neurological manifestations of TSC are also considered.


CONCLUSIONS
Different types of glial cells have both cell autonomous effects and interactions with neurons and other cells that are involved in the pathophysiology of the neurological phenotype of TSC. Targeting glial-mediated mechanisms may represent a novel therapeutic approach for epilepsy and TAND in TSC patients."
1000,Junya Aoki,"BACKGROUND
Since acute fluid-attenuated inversion recovery vascular hyperintensity (FVH) is indicative of disordered blood flow, FVH is considered a marker of acute major arterial occlusion. Conversely, the role of the absence of FVH (negative-FVH) remains unknown.


METHODS
Consecutive stroke patients were studied via magnetic resonance angiography, within 24 h of onset and major arterial occlusion. All patients were examined using serial angiography to evaluate the presence of recanalization. Patients were classified into negative-FVH and positive-FVH groups.


RESULTS
A total of 72 patients (49 [68%] male patients, aged 76 [66-83] years) were enrolled. Ten patients were allocated to the negative-FVH group and 62 to the positive-FVH group. Initial National Institutes of Health Stroke Scale (NIHSS) score was 4 (2-8) in the negative-FVH group and 10 (4-21) in the positive-FVH group (p = 0.012). Recanalization was achieved in 1 (10%) of the 10 patients in the negative-FVH group and in 49 (79%) of the 62 patients in the positive-FVH group during hospitalization (p < 0.001). Patients with recanalization were older (p = 0.023), had higher NIHSS score (p = 0.008), were admitted earlier (p = 0.014), exhibited a higher prevalence of atrial fibrillation (p = 0.010) and anterior circulation occlusion (p = 0.021), and were more frequently treated with hyperacute recanalization therapy (p = 0.004). Multivariate regression analysis demonstrated that negative-FVH (odds ratio 0.087, 95% confidential interval [0.008-0.988], p = 0.049) was a negative independent factor associated with recanalization during hospitalization.


CONCLUSIONS
In conclusion, negative-FVH in acute stroke was associated with lack of recanalization during hospitalization."
358,Yuri Pilipenko,"Background
The choice of surgical approaches and options for the microsurgical vertebral artery (VA) and posterior inferior cerebellar artery (PICA) aneurysms repair remains controversial.


Methods
A retrospective analysis of the clinical, surgical, and angiographic data of 80 patients with VA and PICA aneurysms treated from 2012 to 2018 was performed.


Results
The aneurysms were saccular in 50 cases (62.5%) and fusiform in 30 cases (37.5%). The median suboccipital craniotomy was the most common approach (73.8%). Retrosigmoid craniotomy was performed in 25% of patients. There were the following types of microsurgical operations: neck clipping (61.25%), clipping with the artery lumen formation (13.75%), trapping (10%), proximal clipping (5%), and deconstruction with anastomosis (10%). Fifty-seven (71.3%) patients were discharged without worsening of the clinical signs after surgery. The most common postoperative neurological disorder was palsy of IX and X cranial nerve revealed in 14 (17.5%) patients. No fatal outcomes or patients in vegetative state were identified. The complete occlusion of PICA and VA aneurysms according angiography was in 77 (96.3%) cases.


Conclusion
Microsurgical treatment is an effective method for VA and PICA aneurysms. The majority of VA and PICA aneurysms do not require complex basal approaches. A thorough preoperative planning, reconstructive clipping techniques, and anastomoses creation, as well as patient selection based on the established algorithms and consultations with endovascular surgeons, may reduce the number of complications and increase the rate of complete microsurgical occlusion in VA and PICA aneurysms."
442,Angie Rantell,"With increasing birth rates globally, obstetric bladder care and long term pelvic floor dysfunction continues to be a issue. This paper aims to provide an overview of the concerns in the antenatal, intrapartum an post partum periods and presents recommendation for the research requirements necessary and education to challenge current practice."
805,Marion A Deroche,"The nucleus accumbens (NAc) is a mesocorticolimbic structure that integrates cognitive, emotional and motor functions. Although its role in psychiatric disorders is widely acknowledged, the understanding of its circuitry is not complete. Here we combined optogenetic and whole-cell recordings to draw a functional portrait of excitatory disambiguated synapses onto D1 and D2 medium spiny neurons (MSNs) in the adult male mouse NAc core. Comparing synaptic properties of ventral hippocampus (vHipp), basolateral amygdala (BLA) and prefrontal cortex (PFC) inputs revealed a hierarchy of synaptic inputs that depends on the identity of the postsynaptic target MSN. Thus, the BLA is the dominant excitatory pathway onto D1 MSNs (BLA > PFC = vHipp) while PFC inputs dominate D2 MSNs (PFC > vHipp > BLA). We also tested the hypothesis that endocannabinoids endow excitatory circuits with pathway- and cell-specific plasticity. Thus, while CB1 receptors (CB1R) uniformly depress excitatory pathways irrespective of MSNs identity, TRPV1 receptors (TRPV1R) bidirectionally control inputs onto the NAc core in a pathway-specific manner. Finally, we show that the interplay of TRPV1R/CB1R shapes plasticity at BLA-NAc synapses. Together these data shed new light on synapse and circuit specificity in the adult NAc core and illustrate how endocannabinoids contribute to pathway-specific synaptic plasticity.SIGNIFICANCE STATEMENTWe examined the impact of connections from the ventral hippocampus (vHipp,) basolateral amygdala (BLA) and prefrontal cortex (PFC) onto identified medium spiny neurons (MSN) in the adult accumbens core. We found BLA inputs were strongest at D1 MSNs while PFC inputs dominate D2 MSNs. Pathway- and cell-specific circuit control was also facilitated by endocannabinoids that endow bidirectional synaptic plasticity at identified BLA-NAc synapses. These data provide mechanistic insights on synapse and circuit specificity in the adult NAc core."
850,Cristina Valencia-Sanchez,"Background
Guidelines to provide recommendations about driving restrictions for patients with brain metastases are lacking. We aim to determine whether clinical neurologic examination is sufficient to predict suitability to drive in these patients by comparison with an occupational therapy driving assessment (OTDA).


Methods
We prospectively evaluated the concordance between neurology assessment of suitability to drive (pass/fail) and OTDA in 41 individuals with brain metastases. Neuro-oncology evaluation included an interview and neurological examination. Participants subsequently underwent OTDA during which a battery of objective measures of visual, cognitive, and motor skills related to driving was administered.


Results
The mean age of patients who failed OTDA was age 68.9 years vs 59.3 years in the group members who passed (P = .0046). The sensitivity of the neurology assessment to predict driving fitness compared with OTDA was 16.1% and the specificity 90%. The 31 patients who failed OTDA were more likely to fail Vision Coach, Montreal Cognitive Assessment, and Trail Making B tests.


Conclusions
There was poor association between the assessment of suitability to drive by neurologists and the outcome of the OTDA in patients with brain metastases. Subtle deficits that may impair the ability to drive safely may not be evident on neurologic examination. The positive predictive value was high to predict OTDA failure. Age could be a factor affecting OTDA performance. The results raise questions about the choice of assessments in making recommendations about driving fitness in people with brain metastases. OTDA should be strongly considered in patients with brain metastases who wish to continue driving."
472,Chenhao Zhang,"Background and Objective: Transient ischemic attack (TIA) is a serious condition that is often called a warning stroke. The risk of cerebral infarction in patients with TIA and positive DWI findings is greater than that in patients with TIA and normal DWI findings. Butylphthalide injection is a new type of brain protective drug. The study aimed to determine the efficacy and safety of butylphthalide injection for treating TIA as shown by DWI abnormality progressing to infarction.Methods: We studied 98 patients with positive DWI findings among 260 patients with TIA, and randomly divided into the experimental (treatment with butylphthalide injection) and control (treatment with aspirin) groups. The number of cerebral infarctions in the two groups was recorded on 7th, 14th, 30th, and 90th day, and adverse reactions were observed. The number of cerebral infarctions was compared among the different ABCD2 scores of patients with TIA and positive DWI findings.Results: The incidence of cerebral infarction in the experimental group was significantly lower than that in the control group (P < 0.05). The incidence of cerebral infarction with an ABCD2 score less than 3 points was significantly lower than that with an ABCD2 score of more than 3 points (P < 0.05), with less adverse reactions.Conclusion: Butylphthalide injection is helpful and safe for preventing stroke following TIA, and treating TIA with positive DWI and progression to infarction."
734,Zhi-Xia Kang,"Nemaline myopathy (NEM) is a congenital myopathy that typically presents with proximal muscle weakness and hypotonia. To date, 13 genes have been associated with NEM. The Kelch repeat and BTB domain-containing protein 13 (KBTBD13) gene (KBTBD13)-related NEM is a rarely reported condition, and not a single case has been reported in Asia. Here, we report the case of a mother and daughter in China with NEM caused by a mutation (c.1222C>T) in KBTBD13. Their shared clinical phenotype is symmetrical muscle weakness in the arms and legs with childhood onset. Muscle magnetic resonance imaging showed the unique replacement mode of muscle with fibro-fatty tissue. Histopathological examination revealed the presence of fibers containing rod-shaped structures in the cytoplasm or under the sarcolemma. DNA sequencing analysis detected a heterozygous mutation (c.1222C>T) in KBTBD13 in this family. A founder effect for the variant may exist in the Low Countries of Belgium and the Netherlands, and the mutation may be a hotspot mutation in Europe, as it has not been reported in Asia. Our case study expands the spectrum of KBTBD13-related NEM."
504,Anastasia Bougea,"OBJECTIVE
To investigate the possible association between salivary CRP, IL-1β, and IL-6 levels, depression/anxiety and migraine, and tension type headache (TTH) in saliva of these patients.


METHOD
A longitudinal prospective study was conducted on 30 migraineurs, 30 TTH patients, and 30 age-matched healthy controls. Anxiety and depression were measured by using the Hamilton Anxiety Rating Scale (HAM-A), and the Beck Depression Inventory (BDI). Salivary IL-6, IL-1β, and CRP were collected in distinct time points as A: headache-free period, B: during headache, C: 1 day after headache attack, and measured by using ELISA kits.


RESULTS
No significant differences were found in time variation of CRP, IL-1β, and IL-6 levels between migraine and TTH (p > 0.05). IL1-β had the highest discriminative value (area under the curve = 0.924, p value < 0.001), and then CRP (area under the curve = 0.763, p value < 0.001) and IL-6 (area under the curve = 0.537, p value = 0.58). CRP and IL-6 were negatively correlated with HAM-A and BDI scores.


CONCLUSION
IL1-β had the highest discriminative value between headache patients and controls compared with CRP and IL-6. CRP and IL-6 were correlated with lower symptom scores of anxiety and depression prior or immediately after the headache period in patients groups."
547,Ankita Salvi,"Traffic-related air pollution (TRAP) is a major contributor to global air pollution. The World Health Organization (WHO) has reported that air pollution due to gasoline and diesel emissions from internal combustion engines of automobiles, trucks, locomotives, and ships leads to 800,000 premature deaths annually due to pulmonary, cardiovascular, and neurological complications. It has been observed that individuals living and working in areas of heavy vehicle traffic have high susceptibility to anxiety, depression, and cognitive deficits. Information regarding the mechanisms that potentially lead to detrimental mental health effects of TRAP is gradually increasing. Several studies have suggested that TRAP is associated with adverse effects in the central nervous system (CNS), primarily due to increase in oxidative stress and neuroinflammation. Animal studies have provided further useful insights on the deleterious effects of vehicle exhaust emissions (VEEs). The mechanistic basis for these effects is unclear, although gasoline and diesel exhaust-induced neurotoxicity seems the most plausible cause. Several important points emerge from these studies. First, TRAP leads to neurotoxicity. Second, TRAP alters neurobehavioral function. Exactly how that happens remains unclear. This review article will discuss current state of the literature on this subject and potential leads that have surfaced from the preclinical work."
253,Abhishek Pathak,"Intracerebral pneumocephalus is commonly associated with head and facial trauma, ear infection, tumors and surgical interventions. Osteomas are relatively common, benign tumors that occur mainly in the paranasal sinuses, the frontal sinus in particular. Pneumocephalus has been commonly reported with frontal osteoma but isolated presentation as frontotemporal dementia is uncommon. Patient was admitted with complaints of change of behavior and forgetfulness for the last one year. He had progressively become more apathetic and presented with behavioral abnormalities. General physical examinations were within normal limits including the motor and sensory system although neuropsychiatry assessments were below the average level, with features of dementia. Further, MRI brain revealed pneumocephalus in bilateral frontal lobe. CT cisternography revealed a well defined lobulated densely sclerotic lesion of approximate size 20 × 17 × 27mm transverse and cranio-caudal axis respectively arising from right ethmoid sinus. Clinically, the association of pneumocephalus and isolated presentation as frontotemporal dementia has not been described to the best of our knowledge. A single case has been described with ethmoid osteoma. Radiological features were suggestive of osteoid osteoma. The uniqueness of the case is the development of dementia with frontotemporal involvement and resemblance with Frontotemporal Dementia. This is the only case with dementia and pneumocephalus (secondary to osteoid osteoma) to best of our knowledge."
776,Johannes Kohl,"Parenting is essential for survival and wellbeing in many species. Since it can be performed with little prior experience and entails considerable sacrifices without immediate benefits for the caregiver, this behavior is likely orchestrated by evolutionarily shaped, hard-wired neural circuits. At the same time, experience, environmental factors and internal state also make parenting highly malleable. These characteristics have made parenting an attractive paradigm for linking complex, naturalistic behavior to its underlying neural mechanisms. Recent work - based on the identification of critical neuronal populations and improved tools for dissecting neural circuits - has uncovered novel functional principles and challenged simplistic models of parenting control. A better understanding of the neural basis of parenting will provide crucial clues to how complex behaviors are organized at the level of cells, circuits and computations. Here I review recent progress, discuss emerging functional principles of parental circuits, and outline future opportunities and challenges."
788,Ya-Ni Zhang,"BACKGROUND
X-linked agammaglobulinaemia (XLA) is a rare inherited primary immunodeficiency disease characterized by the B cell developmental defect, caused by mutations in the gene coding for Bruton's tyrosine kinase (BTK), which may cause serious recurrent infections. The diagnosis of XLA is sometimes challenging because a few number of patients have higher levels of serum immunoglobulins than expected. In this study, we reported an atypical case with recurrent meningitis, delayed diagnosis with XLA by genetic analysis at the second episode of meningitis at the age of 8 years.


CASE REPORT
An 8-year-old Chinese boy presented with fever, dizziness and recurrent vomiting for 3 days. The cerebrospinal fluid (CSF) and magnetic resonance imaging (MRI) results were suggestive of bacterial meningoencephalitis, despite the negative gram staining and cultures of the CSF. The patient was treated with broad-spectrum antibiotics and responded well to the treatment. He had history of another episode of acute pneumococci meningitis 4 years before. The respective level of Immunoglobulin G (IgG), Immunoglobulin A (IgA) and Immunoglobulin M (IgM) was 4.85 g/L, 0.93 g/L and 0.1 g/L at 1st episode, whereas 1.9 g/L, 0.27 g/L and 0 g/L at second episode. The B lymphocytes were 0.21 and 0.06% of peripheral blood lymphocytes at first and second episode respectively. Sequencing of the BTK coding regions showed that the patient had a point mutation in the intron 14, hemizyous c.1349 + 5G > A, while his mother had a heterozygous mutation. It was a splice site mutation predicted to lead to exon skipping and cause a truncated BTK protein.


CONCLUSION
Immunity function should be routinely checked in patients with severe intracranial bacterial infection. Absence of B cells even with normal level of serum immunoglobulin suggests the possibility of XLA, although this happens only in rare instances. Mutational analysis of BTK gene is crucial for accurate diagnosis to atypical patients with XLA."
434,Vik Khullar,"BACKGROUND
This paper summarises the discussion in a think tank at the International Consultation on Incontinence-Research Society (ICI-RS) 2018 about the treatment of bladder pain syndrome.


AIMS
To review the treatments of bladder pain syndrome from behavioural treatments to surgical interventions.


MATERIALS AND METHODS
Review the literature in the light of the think tank discussions.


RESULTS
All guidelines recommend different levels of treatment starting with conservative behavioral treatments then introducing oral treatments followed by intravesical instillations. If these treatments fail then more invasive treatments such as botulinum toxin injections, neuromodulation, or surgery could be suggested.


CONCLUSION
Unfortunately for all treatments, the numbers are limited and, therefore, the evidence base is not strong. Further suggestions for research are suggested."
375,Keith G Heinzerling,"Methamphetamine (MA) triggers neuroinflammation and medications that counteract MA-induced neuroinflammation may reduce MA-induced neurodegeneration and improve neurocognition and treatment outcomes in MA use disorder. We performed a randomized, placebo-controlled trial to determine the safety and efficacy of ibudilast (IBUD), a phosphodiesterase inhibitor that reduces neuroinflammation, for the treatment of MA use disorder. Treatment-seeking volunteers with MA use disorder were randomly assigned to receive 12 weeks of IBUD 50 mg twice daily (N = 64) or placebo (N = 61) with medication management counseling. Participants visited the outpatient research clinic twice weekly to provide urine specimens for drug screens and undergo study assessments. The primary outcome was end of treatment MA-abstinence (EOTA) during weeks 11 and 12 of treatment. Serum IBUID levels were measured for IBUD participants during week 3 of treatment. There was no difference in EOTA for IBUD (14%) versus placebo (16%, p > 0.05). There was no correlation between serum IBUD levels and MA use during treatment and mean IBUD levels for participants with (mean = 51.3, SD = 20.3) and without (mean = 54.7, SD = 33.0, p = 0.70) EOTA. IBUD was well tolerated. IBUD did not facilitate MA abstinence in this outpatient trial. Whether targeting neuroinflammation, either with IBUD in other subgroups of MA users or clinical trial designs, or with other anti-inflammatory medications, is an effective strategy for treating MA use disorder is not clear. Graphical Abstract The proportion of urine drug screens negative for methamphetamine (MA) during the two week lead-in period (weeks -2 and - 1) and the 12 week medication treatment period (weeks 1-12) for ibudilast versus placebo."
8,Ricardo Piña,"Attention deficit/hyperactivity disorder (ADHD) is the most prevalent psychiatric childhood disorder, characterized by hyperactivity, impulsivity and impaired attention, treated most frequently with methylphenidate (MPH). For children and adults with ADHD who do not respond satisfactorily or do not tolerate well stimulants such as MPH or D-Amphetamine, for them the alternative is to use Atomoxetine (ATX), a norepinephrine (NE) transporter inhibitor that increase extracellular NE. We examined the effects of ATX on behavior and hippocampal synaptic plasticity in the murine prenatal nicotine exposure (PNE) model of ADHD. ADHD symptoms were measured using behavioral tests, open field for hyperactivity and the Y-maze for spatial working memory. Further, ATX effects on long-term potentiation (LTP) in hippocampal slices at the CA3-CA1 synapse were assessed. PNE mice exhibited the behavioral deficits of ADHD, hyperactivity and spatial memory impairment. Intraperitoneal injection of ATX (2 mg/kg/day) normalized these behaviors significantly after 7 days. In PNE mice LTP was reduced (110.6 ± 4.5% %; n = 7) compared to controls (148.9 ± 5.2%; n = 7; p < 0.05). ATX administration (5 µM) reestablished the LTP in PNE mice to levels similar to the controls (157.7 ± 6.3%; n = 7). Paired-pulse ratios (PPR) were not significantly different for any condition. These results indicate that administration of ATX in a PNE model of ADHD reestablishes TBS-dependent LTP in CA3-CA1 synapses. The results suggest postsynaptic changes in synaptic plasticity as part of the mechanisms that underlie improvement of ADHD symptoms induced by ATX."
997,Miguel Oliveira Santos,"Sarcoglycanopathies are a genetically heterogeneous group of autosomal recessive limb-girdle muscular dystrophies (LGMD) caused by mutations in sarcoglycan genes. We report a Portuguese patient with a very late-onset LGMD phenotype, whose muscle biopsy and immunostaining, in particular for α-sarcoglycan, were unrevealing. Muscle MRI showed a predominant, bilateral and symmetric involvement of the tight muscles and also, to a lesser extent, of the posterior compartment of lower legs muscles. Next generation sequencing (NGS) revealed a known homozygous c.850C > T (p.Arg284Cys) mutation in SGCA gene. Milder forms of α-sarcoglycanopathies could be a challenging diagnosis; particularly if muscle histopathology and α-sarcoglycan immunohistochemistry are unhelpful. NGS plays a crucial role not only for aiding in the establishment of a definite diagnosis, but also for expanding clinical presentations."
