user_id,fullname,abstracts,conflicts
162,Md Razib Hossain,"MDGA1 (MAM domain-containing glycosylphosphatidylinositol anchor) has recently been linked to schizophrenia and bipolar disorder. Dysregulation of dopamine (DA) and serotonin (5-HT) systems has long been associated with schizophrenia and other neuropsychiatric disorders. Here, we measured prepulse inhibition (PPI) of the startle response and ex vivo tissue content of monoamines and their metabolites in the frontal cortex, striatum and hippocampus of Mdga1 homozygous (Mdga1-KO), Mdga1 heterozygous (Mdga1-HT) and wild-type (WT) male mice. We found that Mdga1-KO mice exhibited statistically significant impairment of PPI, and had higher levels of homovanillic acid (HVA) in all three brain regions studied compared with Mdga1-HT and WT mice (P < 0.05), while levels of norepinephrine, DA and its metabolites 3,4-dihydroxyphenylacetic acid and 3-methoxytyramine remained unchanged. Mdga1-KO mice also had a lower 5-hydroxyindoleacetic acid level in the striatum (P < 0.05) compared with WT mice. 5-HT levels remained unchanged with the exception of a significant increase in the level in the cortex. These data are the first evidence suggesting that MDGA1 deficiency leads to a pronounced deficit in PPI and plays an important role in perturbation of DA and 5-HT metabolism in mouse brain; such changes may contribute to a range of neuropsychiatric disorders.",Mostofa Jamal;Yu Tanoue;Daiki Ojima;Hiroo Takahashi;Takashi Kubota;Tuba M Ansary;Asuka Ito;Naoko Tanaka;Hiroshi Kinoshita;Yasushi Kishimoto;Tohru Yamamoto
163,Tuo Yang,"BACKGROUND AND PURPOSE
A major gap in the field of ischemic preconditioning (IPC) is whether or not long-lasting neuroprotection can be achieved. Moreover, the specific mechanisms underlying IPC and how they can be translated into the clinic remain uncertain. To fill these gaps, we tested the hypothesis that IPC exerts long-lasting structural and functional neuroprotection against ischemic stroke through the master gatekeeper of antioxidant defenses, nuclear factor erythroid 2-related factor 2 (Nrf2). We also tested whether the brain could be pharmaceutically preconditioned with a potent and blood-brain barrier-permeable Nrf2 activator, 2-cyano-3,12-dioxo-oleana-1,9(11)-dien-28-trifluoethyl amide (CDDO-TFEA).


METHODS
IPC was induced by transient middle cerebral artery occlusion (MCAO) for 12 min, and ischemic stroke was generated by MCAO for 60 min in wild-type (WT) or Nrf2 knockout (KO) mice. Sensorimotor function, learning/memory skills, and brain tissue loss were measured up to 35 days after stroke. Primary rodent cortical neurons from wildtype (WT) and Nrf2 KO mice were subjected to lethal oxygen-glucose deprivation (OGD) or a brief OGD episode as a preconditioning (PC) stimulus before OGD. Cell viability/death, lipid electrophile generation, and Nrf2 activation were measured. CDDO-TFEA or its vehicle was administered in vivo for three consecutive days before MCAO. Tissue loss and neurological tests were performed 35 days after stroke.


RESULTS
IPC significantly reduced sensorimotor deficits, post-stroke cognitive impairments, and brain tissue loss, 35 days after MCAO in WT mice. These enduring protective effects of IPC were inhibited in Nrf2 KO mice. In neuronal cultures, PC also endowed primary neurons with ischemic tolerance against OGD-induced cell death, an effect that was abolished by loss of Nrf2 expression in KO neurons. PC induced the generation of low levels of lipid electrophiles and led to activation of the Nrf2 pathway. The mechanism underlying IPC may be translatable, as exogenous administration of the Nrf2 activator CDDO-TFEA significantly reduced neurological dysfunction and ischemic brain damage after MCAO.


CONCLUSIONS
IPC provides long-lasting neuroprotection against ischemic brain injury and post-stroke cognitive dysfunction. Nrf2 activation plays a key role in this beneficial outcome and is a promising therapeutic target for the attenuation of ischemic brain injury.",Yang Sun;Qianqian Li;Senmiao Li;Yejie Shi;Rehana K Leak;Jun Chen;Feng Zhang
164,Helmar C Lehmann,"Neuronal cell cultures have been used as an essential tool for studying pathomechanisms of toxicity of chemotherapeutic drugs and to develop neuroprotective approaches. They offer the opportunity to dissect disease mechanisms and molecular pathways while allowing precise control of a variety of confounding factors of the physio-chemical environment. As such, a growing number of in vitro studies are published each year to decipher mechanisms of neurotoxicity of taxanes, vinca alcaloids, proteasome inhibitors and platin derivatives and/or to test neuroprotective strategies. Here, we provide a review of cell culture techniques and outcome measures that have been used in the past or are currently employed to model chemotherapy induced neuropathy in vitro. Furthermore, we discuss their advantages as well as their limitations and ways to enhance efficiency and reproducibility of cell culture studies in the field of toxic neuropathy.",Nathan P Staff;Ahmet Hoke
165,Chunhui Wu,"Clinical and preclinical researches have shown that sub-anesthetic ketamine elicits sustained antidepressant effects for up to 1-2 weeks. Pharmacokinetics studies (t1/2 = 23 min) in mice showed no ketamine residue at 24 h after sub-anesthetic or anesthetic ketamine administration. Therefore, this study aims to reveal the mechanism underlying these different biological functions at 24 h after sub-anesthetic and anesthetic ketamine treatment. First, at the animal behavioral level, we found that sub-anesthetic ketamine induced antidepressant and anxiolytic effects while anesthetic ketamine induced depressive-like phenotypes and cognitive impairment. Second, we examined the correlation between behavior phenotype and protein expression, and found that the Brain-derived neurotrophic factor (BDNF) level is oppositely regulated by sub-anesthetic and anesthetic ketamine. Sub-anesthetic ketamine significantly increased the BDNF level, correlating to antidepressant effects; whereas anesthetic dose reduced BDNF expression in the hippocampus, correlating to depressive-like behaviors, anxiety-like behaviors and cognitive impairment. Third, the antidepressant effects of sub-anesthetic ketamine were prevented by pre-treatment of ANA-12, a Tropomyosin receptor kinase B (TrkB) inhibitor. Thus, we conclude that BDNF may be the key factor underlying antidepressant and anxiolytic effects of sub-anesthetic ketamine at 24 h after treatment. These results may shed light on future studies and the development of long-lasting anti-depressant drugs and therapies.",Yu Wang;Yang He;Song Wu;Zhifei Xie;Jian Zhang;Jingshan Shen;Zhen Wang;Ling He
166,Jennifer D Ryan,"The value of case studies in informing our understanding of dissociations and interactions in memory was recognized early on by Endel Tulving, whose comprehensive work with the amnesic case K.C. helped to confirm distinctions between episodic and semantic memory. Following in this tradition, we examined memory and the use of cognitive strategies in the developmental amnesic case H.C., a young woman with structural abnormalities in the extended hippocampal system (Rosenbaum et al., 2014). H.C. was tested on two tasks, transitivity and transverse patterning, that each required learning the relations among items, and for the former, also examined the ability to make inferences across sets of relations. H.C. was tested across multiple sessions and demonstrated two seemingly contradictory patterns of performance: evidence of gradual learning, yet an inability to flexibly switch to a cognitive strategy that may otherwise benefit performance. Specifically, on the transitivity task, H.C. showed gradual learning of novel relations that led to successful inferential performance. On transverse patterning, H.C. showed some gradual learning of the relations among the objects across sessions, and expressed knowledge that the task followed 'rock-paper-scissors' rules. However, H.C. did not benefit from a unitization strategy, which had shown previous success with other amnesic cases (D'Angelo et al., 2015; Ryan, Moses, Barense, & Rosenbaum, 2013). H.C.'s over-reliance on 'rock-paper-scissors' rules, even in the face of alternate strategies, is suggestive of an inability to enact cognitive flexibility. Poor performance thus may have resulted from interference from the experimentally presented strategy on her self-imposed strategy. The present findings echo work reported by Tulving in case K.C. (Tulving, Hayman, & Macdonald, 1991). Whereas neurologically intact individuals may rely on the functions of the hippocampal system to rapidly learn new information and resolve interference, some individuals with hippocampal amnesia may learn information gradually, but such learning is particularly prone to interference, resulting in an inability to flexibly adapt to changes in the learning conditions in order to optimize performance.",Maria C D'Angelo;Arber Kacollja;Sandra Gardner;R Shayna Rosenbaum
167,Norio Takata,"Dynamic binding of different brain areas is critical for various cognitive functions. The thalamic reticular nucleus (TRN) is a GABAergic nucleus that constrains information flow through thalamocortical loop by providing inhibitory innervation to the thalamus. In this review, I summarize anatomical and single-cell-level physiological studies of the rodent TRN. Diversity and heterogeneity of TRN neurons in terms of axonal innervation, molecular expression, and physiological characteristics are described. I also outline thalamocortical and cortico-cortical connections with emphasis on interaction with the TRN. In summary, it is proposed that functional connectivity among brain regions are modulated with gating of transthalamic information flow by the TRN.",NA
168,Toru Nakamura,"Dopamine (DA) signaling in the basal ganglia plays important roles in motor control. Motor deficiencies were previously reported in dopamine receptor D1 (D1R) and D2 (D2R) knockout mice. While these results indicate the involvement of DA receptors in motor execution, the null knockout (KO) mouse lacks the specificity necessary to determine when and where in the brain D1R and D2R function in motor execution. To address these questions, we restricted the loss of function temporally and spatially by using D1R conditional knockdown (cKD) mice and mice injected with antagonists against DA receptors directly into the dorsal striatum. In addition, we address the DA and acetylcholine (ACh) balance hypothesis by using antagonists against ACh receptors. We tested the motor ability of the mice with a newly devised task named the accelerating step-wheel. In this task, the maximum running speed was measured in a situation where the wheel rotation speed was gradually accelerated in one trial. We found significant decreases in the maximum running speed of D1R cKD mice and the mice injected with the antagonist against D1R or muscarinic ACh receptor. These results indicated that D1R and muscarinic ACh receptor in the dorsal striatum play pivotal roles in the execution of walking/running.",Luis Carl Rios;Takeshi Yagi;Toshikuni Sasaoka;Takashi Kitsukawa
169,Satoko Koganemaru,"Although specific brain regions are important for regularly patterned limb movements, the rhythm generation system that governs bipedal locomotion in humans is not thoroughly understood. We investigated whether rhythmic transcranial brain stimulation over the cerebellum could alter walking rhythm. Fourteen healthy subjects performed over-ground walking for 10 min during which they were given, in a random order, transcranial alternating current stimulation (tACS) over the left cerebellum at the approximated frequency of their gait cycle, tACS over the skin of the scalp, and during sham stimulation. Cerebellar tACS showed a significant entrainment of gait rhythm compared with the control conditions. When the direction of the tACS currents was symmetrically inverted, some subjects showed entrainment at an approximately 180° inverted phase, suggesting that gait modulation is dependent on current orientation. These findings indicate that tACS over cerebellum can modulate gait generation system in cerebellum and become an innovative approach for the recovery of locomotion in patients with gait disturbances caused by CNS disorders.",Yusuke Mikami;Masao Matsuhashi;Dennis Q Truong;Marom Bikson;Kenji Kansaku;Tatsuya Mima
170,Hongning Jia,"Perinatal hypoxic-ischemic encephalopathy (HIE) is associated with high neonatal mortality and permanent neurologic deficit. Recent data suggested microRNAs (miRNAs) may have essential functions in the regulation of HIE. This study aims to investigate the functional role of miR-499-5p and the underlying mechanism in regulating neonatal hypoxia-ischemia (HI)-induced brain injury. Dual-luciferase reporter assay and western blotting assay were performed to investigate the relationship between miR-499-5p and C-reactive protein (CRP). TUNEL staining assay was applied to evaluate neuronal cell apoptosis in the hippocampus after administration of miR-499-5p in HIE rat model. Neurobehavioral assays were conducted to evaluate the effect of miR-499-5p on the neurological functions of rat pups with HI-induced brain injury. Our study showed that miR-499-5p regulated CRP expression in L-02 cells and rat HIE model. The miR-499-5p treatment resulted in significant reduction of neuronal cell apoptosis and the infarct size of the brain. Furthermore, administration of miR-499-5p significantly improved spatial learning ability, spatial memory, and locomotor function of rat pups with HIE. Our data demonstrated that miR-499-5p have a neuroprotective effect in HI-induced brain injury in rat pups, which suggests a potential therapeutic application of miR-499-5p in the treatment of neonatal HIE.",Mingwei Qu;Guimei Fan;Huijun Wu;Limin Wang
171,Yijie Zhao,"The neural mechanisms associated with the limited capacity of working memory (WM) has long been studied, but it is still unclear which neural regions are associated with the precision of visual WM. Here, an orientation recall task for estimating the trial-wise precision of visual WM was performed and then repeated two weeks later in an fMRI scanner. Results showed that activity in frontal and parietal regions during WM maintenance scaled with WM load, but not with the precision of WM (i.e., recall error in radians). Conversely, activity in the lateral occipital complex (LOC) during WM maintenance was not affected by memory load, but rather, correlated with WM precision on a trial-by-trial basis. Moreover, activity in LOC also correlated with the individual participant's precision of WM from a separate behavioral experiment. Interestingly, a region within the prefrontal cortex, the inferior frontal junction (IFJ), exhibited greater functional connectivity with LOC when the WM load increased. Together, our findings provide unique evidence that the LOC supports visual WM precision, while communication between the IFJ and LOC varies based on WM load demands. These results suggest an intriguing possibility that distinct neural mechanisms may be associated with general content (load) or detailed information (precision) of WM.",Shuguang Kuai;Theodore P Zanto;Yixuan Ku
172,Sabrini Sabrini,"Animal studies have consistently observed neuronal death following methamphetamine (MA) administration, however, these have not been systematically reviewed. This systematic review aims to present the evidence for MA-induced neuronal death in animals (rodents) and identify the regions affected. Locating the brain regions in which neuronal death occurs in animal studies will provide valuable insight into the linkage between MA consumption and the structural alterations observed in the human brain. The data were collected from three databases: Scopus, Ovid, and the Web of Science. Thirty-seven studies met the inclusion criteria and were divided into two sub-groups, i.e. acute and repeated administration. Twenty-six (of 27) acute and ten (of 11) repeated administration studies observed neuronal death. A meta-analysis was not possible due to different variables between studies, i.e. species, treatment regimens, withdrawal periods, methods of quantification, and regions studied. Acute MA treatment induced neuronal death in the frontal cortex, striatum, and substantia nigra, but not in the hippocampus, whereas repeated MA administration led to neuronal loss in the hippocampus, frontal cortex, and striatum. In addition, when animals self-administered the drug, neuronal death was observed at much lower doses than the doses administered by experimenters. There is some overlap in the regions where neuronal death occurred in animals and the identified regions from human studies. For instance, gray matter deficits have been observed in the prefrontal cortex and hippocampus of MA users. The findings presented in this review implicate that not only does MA induce neuronal death in animals, but it also damages the same regions affected in human users. Despite the inter-species differences, animal studies have contributed significantly to addiction research, and are still of great assistance for future research with a more relevant model of compulsive drug use in humans.",Russell Bruce;Y Wang Grace;C Lin Joanne;J Kirk Ian;E Curley Louise
173,Cheng Wang,"Evidence of structural abnormalities in the nervous system of recreational drug [e.g., phencyclidine (PCP) or ketamine] users and/or preclinical animal research models suggests interference with the activity of multiple neurotransmitters, particularly glutamate neurotransmission. The damage to the central nervous system (CNS) may include neuronal loss, synaptic changes, disturbed neural network formation and reduced projections to subcortical fields. Notably, the reduced projections may considerably compromise the establishment of the subcortical areas, such as the nucleus accumbens located in the basal forebrain. With its abundant dopaminergic innervation, the nucleus accumbens is believed to be directly associated with addictive behaviors and mental disorders. This review seeks to delineate the relationship between PCP/ketamine-induced loss of cortical neurons and the reduced level of polysialic acid neural cell adhesion molecule (PSA-NCAM) in the striatum, and the likely changes in striatal synaptogenesis during development. The basic mechanism of how PSA-NCAM cell surface expression may be regulated will also be discussed, as well as the hypothesis that PSA-NCAM activity is critical to the regulation of synaptic protein expression. Overall, the present review will address the general hypothesis that damage/interruption of cortico-striatal communication and subcortical synaptogenesis could underlie the erratic/sensitization or addictive states produced by chronic or prolonged PCP/ketamine usage.",Amy Inselman;Shuliang Liu;Fang Liu
174,Marta Barenys,"The increasing use of illegal drugs by pregnant women causes a public health concern because it is associated with health risks for mothers and their developing children. One of such drugs is MDMA (3,4-methylenedioxymethamphetamine) or ecstasy due to its high consumption in relevant age and sex groups and its adverse effects on human and rodent developing brains. To thoroughly review the current knowledge on the developmentally neurotoxic potential of MDMA we systematically collected and summarized articles investigating developmental neurotoxicity (DNT) of MDMA in humans and animals in in vivo and in vitro. In addition, we summarized the findings in a putative adverse outcome pathway (AOP). From an initial 299 articles retrieved from the bibliographic databases Web of Science, PubMed and DART, we selected 39 articles according to inclusion/exclusion criteria for data collection after title/abstract and full text screening. Of these 3 where epidemiological studies, 34 where in vivo studies in mice and rats and 2 were in vitro studies. The three epidemiological studies reported from the same longitudinal study and suggested that MDMA exposure during pregnancy impairs neuromotor function in infants. In rat, postnatal exposure towards MDMA also caused locomotor deficits as well as impaired spatial learning that might be associated with decreased serotonin levels in the hippocampus. In vitro MDMA caused cytotoxicity at high concentrations and effects on the serotonergic and neuritogenic alterations at lower concentrations which are in line with some of the in vivo alterations observed. Considering the adverse outcomes of developmental MDMA described in humans and in rodents we summarized the first putative AOP on developmental compound exposure leading to impaired neuromotor function in children. For generation of this AOP, MDMA exposure was taken as a model compound. In addition, we hypothesized a second AOP involving developmental disturbance of the dopaminergic system. However, further in vitro mechanistic studies are needed to understand the molecular initiating event(s) (MIE) triggering the downstream cascades and obtain consistent evidences causally linking the adverse outcome to effects at the cellular, organ and organism level.",Ingrid Reverte;Stefan Masjosthusmann;Jesús Gómez-Catalán;Ellen Fritsche
175,Rudolf Černý,"OBJECTIVES
This study aimed to assess vestibular function in 39 patients who underwent neurectomy for vestibular schwannoma.


METHOD
Semicircular canal reactivity was measured by video head-impulse test using high-frequency passive head acceleration. Response gain was calculated as a ratio between the areas under the eye-velocity curve and the head-velocity curve.


STATISTICAL ANALYSIS
Student t-test was used for to compare quantitative variables. ANOVA was used to test inter-group differences in categoric variables.


RESULTS
In all cases, surgery-side gain on head impulse test was low, with increased gain asymmetry. A subgroup of 7 patients (18%) showed relatively high gain in vestibulo-ocular reflex on the surgery side. Caloric reaction was absent in all cases. These findings indicate that residual vestibular function can be conserved following vestibular schwannoma extirpation.


CONCLUSION
Cases with moderate vestibulo-ocular reflex gain were a subgroup with partial conservation of vestibular nerve fibers. Whether this is a predictor of better functional prognosis remains to be elucidated. Higher gain correlated with less extensive surgery and sparing of the inferior vestibular nerve. Low gain correlated with complete vestibular neurectomy. This information may guide rehabilitation strategy following surgery.",Zuzana Balatková;Silvie Hrubá;Michaela Danková;Petr Volf;Patrik Kutílek;Jan Plzák;Veronika Bandurová;Vladimír Koucký;Eva Mrázkova;Zdeněk Čada
176,Giulia Prando,"Contemporary neuroscience has embraced network science and dynamical systems to study the complex and self-organized structure of the human brain. Despite the developments in non-invasive neuroimaging techniques, a full understanding of the directed interactions in whole brain networks, referred to as effective connectivity, as well as their role in the emergent brain dynamics is still lacking. The main reason is that estimating brain connectivity requires solving a formidable large-scale inverse problem from indirect and noisy measurements. Building on the dynamic causal modelling framework, the present study offers a novel method for estimating whole-brain effective connectivity from resting-state functional magnetic resonance data. To this purpose sparse estimation methods are adapted to infer the parameters of our novel model, which is based on a linearized, region-specific haemodynamic response function. The resulting Algorithm is shown to compare favorably with state-of-the art methods when tested on both synthetic and real data. We also provide a graph-theoretical analysis on the whole-brain effective connectivity estimated using data from a cohort of healthy individuals, which reveals properties such as asymmetry in the connectivity structure as well as the different roles of brain areas in favoring segregation or integration.",Mattia Zorzi;Alessandra Bertoldo;Maurizio Corbetta;Marco Zorzi;Alessandro Chiuso
177,Jonas Bause,"Functional imaging with sub-millimeter spatial resolution is a basic requirement for assessing functional MRI (fMRI) responses across different cortical depths, and is used extensively in the emerging field of laminar fMRI. Such studies seek to investigate the detailed functional organization of the brain and may develop to a new powerful tool for human neuroscience. However, several studies have shown that measurement of laminar fMRI responses can be biased by the image acquisition and data processing strategies. In this work, measurements with three different gradient-echo EPI protocols with a voxel size down to 650 μm isotropic were performed at 9.4 T. We estimated how prospective motion correction can help to improve spatial accuracy by reducing the number of spatial resampling steps in postprocessing. In addition, we demonstrate key requirements for accurate geometric distortion correction to ensure that distortion correction maps are properly aligned to the functional data and that strong variations of distortions near large veins can lead to signal overlays which cannot be corrected for during postprocessing. Furthermore, this study illustrates the spatial extent of bias induced by pial and other larger veins in laminar BOLD experiments. Since these issues under investigation affect studies performed with more conventional spatial resolutions, the methods applied in this work may also help to improve the understanding of the BOLD signal more broadly.",Jonathan R Polimeni;Johannes Stelzer;Myung-Ho In;Philipp Ehses;Pablo Kraemer-Fernandez;Ali Aghaeifar;Eric Lacosse;Rolf Pohmann;Klaus Scheffler
178,Emily Hill,"The neuromodulator adenosine is released during seizure activity to provide negative feedback suppression of on-going activity and to delay the occurrence of the next burst of activity. Adenosine acts via multiple G protein coupled receptors including the A1 receptor (A1R) which inhibits neurotransmitter release and hyperpolarises neuronal membrane potential. The hyperpolarisation is produced, at least in part, by the activation of G protein-activated inwardly rectifying K+ (GIRK) channels. We have used tertiapin-Q (TQ), a potent and selective inhibitor of GIRK channels, to assess the role of GIRK channels in controlling seizure activity in areas CA1 and CA2 of mouse hippocampal slices. TQ (100-300 nM) blocked ∼50% of the adenosine-mediated membrane potential hyperpolarisation of hippocampal CA1 and CA2 neurons. TQ (100 nM) had no significant effect on synaptic transmission in area CA1 of the hippocampus but enhanced transmission in CA2, an effect prevented by blocking A1Rs. TQ (100 nM) increased the frequency of spontaneous activity (induced by removing Mg2+ and increasing K+) and blunted the effects of exogenous adenosine on the suppression of activity. TQ had a significantly greater effect on electrically-stimulated seizure activity induced in CA2 versus that in CA1, producing a greater increase in both the duration and amplitude of the stimulated bursts. This is consistent with the greater A1R density and A1R activation tone in CA2. Thus GIRK channels play a role in the supressing effects of adenosine on seizure activity.",Charlotte Hickman;Rebecca Diez;Mark Wall
179,Qian Cui,"Previous studies have reported abnormalities in static brain activity and connectivity in patients with generalized anxiety disorder (GAD). However, the dynamic patterns of brain connectivity in patients with GAD have not been fully explored. In this study, we aimed to investigate the dynamic local brain functional connectivity in patients with GAD using dynamic regional phase synchrony (DRePS), a newly developed method for assessing intrinsic dynamic local functional connectivity. Seventy-four patients with GAD and 74 healthy controls (HCs) were enrolled and underwent resting-state functional magnetic resonance imaging. Compared to the HCs, patients with GAD exhibited decreased DRePS values in the bilateral caudate, left hippocampus, left anterior insula, left inferior frontal gyrus, and right fusiform gyrus extending to inferior temporal gyrus. The DRePS value of the left hippocampus was negatively correlated with the Hamilton Anxiety Rating Scale scores. Moreover, these abnormal DRePS patterns could be used to distinguish patients with GAD from HCs in an independent sample (18 patients with GAD and 21 HCs). Our findings provide further evidence on brain dysfunction in GAD from the perspective of the dynamic behaviour of local connections, suggesting that patients with GAD may have an insufficient brain adaptation. This study provides new insights into the neurocognitive mechanism of GAD and could potentially inform the diagnosis and treatment of this disease. Future studies on GAD could benefit from combining the DRePS method with task-related functional magnetic resonance imaging and non-invasive brain stimulation.",Yuyan Chen;Qin Tang;Shaoqiang Han;Shan Hu;Yajing Pang;Fengmei Lu;Xiaoyu Nan;Wei Sheng;Qian Shen;Yifeng Wang;Zongling He;Huafu Chen
180,F M Merced-Nieves,"Maternal prenatal stress can adversely impact subsequent child neurodevelopment, but little is known about its effect on cognitive development in infancy. This analysis of 107 infants from a prospective birth cohort assessed whether prenatal stress disrupts sexually dimorphic performance typically observed on a physical reasoning task. Maternal stress was assessed at 8-14 and 33-37 gestational weeks using the Perceived Stress Scale. Stress was defined as: low (scores below the median at both times), medium (scores above the median at one of the two times), and high (scores above the median at both times). At 4.5 months infants saw videos of two events: one impossible and the other possible. In the impossible event a box was placed against a wall without support underneath. In the possible event the box was placed against the wall, supported by the floor. Looking time at each event was recorded via infrared eye-tracking. Previous literature has shown that, at 4.5 months of age, girls typically look significantly longer at the impossible than at the possible event, suggesting that they expect the unsupported box to fall and are surprised when it does not. Boys tend to look equally at the two events suggesting that they do not share this expectation. This sex difference was replicated in the current study. General linear models stratified by sex and adjusted for household income, maternal education, mother's age at birth, infant's age at exam, and order of event presentation revealed that girls whose mothers reported high perceived stress during pregnancy had shorter looking time differences between the impossible and possible events than girls whose mothers reported low perceived stress (β = -7.1; 95% CI: -12.0, -2.2 s; p = 0.006). Similar to boys, girls in the highest stress category spent about the same amount of time looking at each event. For boys, there were no significant looking time differences by maternal stress level. This finding suggests prenatal stress is associated with a delay in the development of physical reasoning in girls.",A Aguiar;K L C Dzwilewski;S Musaad;S A Korrick;S L Schantz
181,O Van Hove,"The relationship between cognitive function and breath-holding time is in need of further investigation. We aim to determine whether cognitive mobile games (CMG) are sensitive enough to assess the link between cognition and breath-holding time in non-trained subjects. Thirty-one healthy subjects participated in this study. A set of 3 short CMG: Must Sort (response control), Rush Back (attention, working memory) and True Color (mental flexibility, inhibition) was used. Apneic time was recorded in three different conditions: Total Lung Capacity (TLC): 88 ± 35 s, Functional Residual Capacity (FRC): 49 ± 17 s, and Residual Volume (RV): 32 ± 14 s. In males, breath-holding time at RV was correlated with True Color (r = 0.48) and Rush Back (r = 0.65) and at TLC with True Color (r = 0.45). In women, breath-holding time at TLC and FRC was inversely correlated with Must Sort (r = -0.59 and r = -0.49 respectively). Males and females appeared to differ in their use of cognitive resources during different breath-holding conditions.",A Van Muylem;V Andrianopoulos;D Leduc;V Feipel;G Deboeck;B Bonnechère
182,Corinne Benakis,"The gut microbiome - the largest reservoir of microorganisms of the human body - is emerging as an important player in neurodevelopment and ageing as well as in brain diseases including stroke, Alzheimer's disease and Parkinson's disease. The growing knowledge on mediators and triggered pathways has advanced our understanding of the interactions along the gut-brain axis. Gut bacteria produce neuroactive compounds and can modulate neuronal function, plasticity and behavior. Furthermore, intestinal microorganisms impact the host's metabolism and immune status which in turn affect neuronal pathways in the enteric and central nervous systems. Here, we discuss the recent insights from human studies and animal models on the bi-directional communication along the microbiome-gut-brain axis in both acute and chronic brain diseases.",Camille Martin-Gallausiaux;Jean-Pierre Trezzi;Philip Melton;Arthur Liesz;Paul Wilmes
183,Jogender Singh,"The nervous and immune systems use bi-directional communication to control host responses against microbial pathogens. Recent studies at the interface of the two systems have highlighted important roles of the nervous system in the regulation of both microbicidal pathways and pathogen avoidance behaviors. Studies on the neural circuits in the simple model host Caenorhabditis elegans have significantly improved our understanding of the roles of conserved neural mechanisms in controlling innate immunity. Moreover, behavioral studies have advanced our understanding of how the nervous system may sense potential pathogens and consequently elicit pathogen avoidance, reducing the risk of infection. In this review, we discuss the neural circuits that regulate both behavioral immunity and molecular immunity in C. elegans.",Alejandro Aballay
184,Luis E Almaguer-Mederos,"BACKGROUND
Spinocerebellar ataxia type 2 (SCA2) is a neurodegenerative disorder due to a CAG-repeat expansion. This work is intended to identify modifiers of the clinical phenotype in SCA2, following up on recent genome-wide association analyses that demonstrated the prominent role of DNA-damage repair and methylation for the severity and progression of polyglutamine diseases. In particular, we assessed the impact of MTHFR as rate-limiting enzyme in DNA methylation pathways, which modulates cerebellar neurotransmission and motor neuron atrophy.


METHODS
A sample of 166 Cuban SCA2 patients and of 130 healthy subjects from the same geographical and ethnic background was selected. The ATXN2 CAG repeat length was determined by PCR followed by polyacrylamide gel electrophoresis. Two amino acid substitutions known to decrease the enzyme activity of MTHFR, encoded by C677T and A1298C polymorphisms, were assessed by PCR/RFLP.


RESULTS
No significant differences were observed for C677T or A1298C alleles or genotype frequencies between cases and controls, confirming that disease risk in SCA2 does not depend on MTHFR activity. However, MTHFR A1298C genotypes showed a significant association with saccade latency.


CONCLUSIONS
\MTHFR A1298C polymorphism is associated with saccade latency in SCA2 patients, but not with disease risk, age at onset or maximal saccade velocity. These results provide evidence that folate-mediated one‑carbon metabolism might be important in the physiopathology of SCA2.",Yasnay Jorge-Sainz;Dennis Almaguer-Gotay;Raúl Aguilera-Rodríguez;Roberto Rodríguez-Labrada;Luis Velázquez-Pérez;Yanetza González-Zaldívar;Dany Cuello-Almarales;Yaimé Vázquez-Mojena;Nalia Canales-Ochoa;Jorge Aguiar-Santiago;Georg Auburger;Patrick MacLeod
185,Landon J Dittel,"BACKGROUND
EAE is an inflammatory autoimmune process of the CNS that resembles multiple sclerosis (MS) and provides a useful animal model for the evaluation of mechanisms of action for potential immunomodulatory therapies. Oral ACTH (adrenocorticotropic hormone) can decrease clinical disease, IL-17 and Th1-like encephalitogenic IFN-γ secretion and increase Treg frequency. The mechanism by which oral ACTH decreases inflammatory proteins and increases Treg cell frequencies is unknown.


OBJECTIVE
IL-6 is a pivotal cytokine in the gut that determines the relative frequencies of Th17 vs Treg cells. We examined whether oral ACTH inhibited IL-6 in the gut associated lymphoid tissue (GALT) in EAE.


DESIGN/METHODS
B6 mice were immunized with MOG peptide 35-55 and gavaged with scrambled ACTH (scrambled melanocyte stimulating hormone [scrambled α-MSH]) or ACTH 1-39 during ongoing disease.


RESULTS
Ingested (oral) ACTH inhibited ongoing clinical disease. In the lamina propria (LP) immune compartment, there were significantly less CD11b + IL-6 and IL-17 producing lymphocytes from ACTH fed mice compared to s-MSH fed mice. There was also a decrease in the frequency of IL-17 and IFN-γ producing spleen cells and an increase in CD4 + FoxP3+ Treg cell frequency in ACTH fed mice compared to s-MSH fed control spleens. There were less IFN-γ producing CNS lymphocytes in ACTH fed mice compared to s-MSH fed control CNS.


CONCLUSIONS
Ingested ACTH inhibits EAE clinical disease by inhibiting IL-6 in the GALT.",Bonnie N Dittel;Staley A Brod
